1,4,274.58,136.55
2,4,274.37,136.72
3,4,274.15,136.88
4,4,273.92,137.05
5,4,273.69,137.22
6,4,273.46,137.39
7,4,273.23,137.56
8,4,272.99,137.73
9,4,272.75,137.91
10,4,272.5,138.09
11,4,272.26,138.26
12,4,272.01,138.44
13,4,271.75,138.62
14,4,271.5,138.8
15,4,271.24,138.98
16,4,270.98,139.17
17,4,270.71,139.35
18,4,270.44,139.53
19,4,270.18,139.72
20,4,269.9,139.9
21,4,269.63,140.09
22,4,269.35,140.27
23,4,269.07,140.46
24,4,268.79,140.64
25,4,268.5,140.83
26,4,268.22,141.02
27,4,267.92,141.2
28,4,267.63,141.39
29,4,267.34,141.58
30,4,267.04,141.76
31,4,266.74,141.95
32,4,266.44,142.14
33,4,266.13,142.33
34,4,265.82,142.51
35,4,265.51,142.7
36,4,265.2,142.89
37,4,264.88,143.08
38,4,264.56,143.26
39,4,264.24,143.45
40,4,263.91,143.64
41,4,263.58,143.82
42,4,263.25,144.01
43,4,262.92,144.2
44,4,262.58,144.38
45,4,262.24,144.57
46,4,261.9,144.76
47,4,261.55,144.94
48,4,261.2,145.13
49,4,260.84,145.31
50,4,260.49,145.5
51,4,260.12,145.69
52,4,259.76,145.87
53,4,259.39,146.06
54,4,259.02,146.24
55,4,258.64,146.43
56,4,258.26,146.61
57,4,257.88,146.8
58,4,257.49,146.98
59,4,257.1,147.17
60,4,256.7,147.35
61,4,256.31,147.54
62,4,255.9,147.72
63,4,255.49,147.91
64,4,255.08,148.09
65,4,254.67,148.28
66,4,254.24,148.47
67,4,253.82,148.65
68,4,253.39,148.84
69,4,252.96,149.02
70,4,252.52,149.21
71,4,252.08,149.39
72,4,251.63,149.58
73,4,251.18,149.77
74,4,250.73,149.95
75,4,250.27,150.14
76,4,249.81,150.32
77,4,249.34,150.51
78,4,248.87,150.69
79,4,248.4,150.88
80,4,247.92,151.06
81,4,247.44,151.25
82,4,246.95,151.43
83,4,246.46,151.62
84,4,245.97,151.8
85,4,245.48,151.98
86,4,244.98,152.17
87,4,244.48,152.35
88,4,243.97,152.53
89,4,243.46,152.71
90,4,242.95,152.89
91,4,242.44,153.07
92,4,241.93,153.25
93,4,241.41,153.43
94,4,240.89,153.61
95,4,240.37,153.78
96,4,239.85,153.96
97,4,239.33,154.14
98,4,238.8,154.31
99,4,238.27,154.48
100,4,237.75,154.66
101,4,237.22,154.83
102,4,236.69,155
103,4,236.16,155.17
104,4,235.63,155.34
105,4,235.11,155.51
106,4,234.58,155.68
107,4,234.05,155.84
108,4,233.52,156.01
109,4,232.99,156.17
110,4,232.47,156.34
111,4,231.94,156.5
112,4,231.42,156.66
113,4,230.89,156.82
114,4,230.37,156.98
115,4,229.85,157.14
116,4,229.33,157.29
117,4,228.81,157.45
118,4,228.3,157.6
119,4,227.78,157.76
120,4,227.27,157.91
121,4,226.76,158.06
122,4,226.25,158.21
123,4,225.75,158.36
124,4,225.24,158.51
125,4,224.74,158.65
126,4,224.24,158.8
127,4,223.74,158.95
128,4,223.24,159.09
129,4,222.75,159.23
130,4,222.26,159.38
131,4,221.77,159.52
132,4,221.28,159.66
133,4,220.79,159.8
134,4,220.31,159.94
135,4,219.83,160.08
136,4,219.35,160.22
137,4,218.88,160.35
138,4,218.4,160.49
139,4,217.93,160.63
140,4,217.46,160.76
141,4,217,160.9
142,4,216.53,161.03
143,4,216.07,161.16
144,4,215.61,161.3
145,4,215.15,161.43
146,4,214.69,161.56
147,4,214.24,161.69
148,4,213.79,161.82
149,4,213.34,161.95
150,4,212.89,162.08
151,4,212.44,162.21
152,4,212,162.34
153,4,211.56,162.47
154,4,211.11,162.6
155,4,210.68,162.73
156,4,210.24,162.85
157,4,209.8,162.98
158,4,209.37,163.11
159,4,208.93,163.24
160,4,208.5,163.36
161,4,208.07,163.49
162,4,207.64,163.62
163,4,207.22,163.75
164,4,206.79,163.87
165,4,206.36,164
166,4,205.94,164.13
